CONTEST_ID	CONTEST_ORDER	CANDIDATE_ORDER	TOTAL	CANDIDATE_PARTY_ID	CANDIDATE_ID	VOTE_FOR	CONTEST_TYPE	CANDIDATE_TYPE	TOTAL_PRECINCTS	PROCESSED_DONE	PROCESSED_STARTED	IS_WRITEIN_CANDIDATE	CONTEST_FULL_NAME	CANDIDATE_FULL_NAME	CONTEST_TOTAL	undervote	overvote	IS_WINNER	cf_cand_class	IS_PRECINCT_LEVEL	PRECINCT_NAME	is_visible
0	-100	1	89756		1	0	-2	0		604	0	0	Registration & Turnout	Election Day Reporting Turnout	481991	0	0	0	candidate	0	 	0
0	-100	2	163827		2	0	-2	0		604	0	0	Registration & Turnout	VBM Reporting Turnout	481991	0	0	0	candidate	0	 	0
1	1	1	824	3	52	1	0	0	604	604	604	0	Governor	GRN - JOSH JONES	244137	5272	4174	0	candidate	0	 	0
1	1	2	267	1	53	1	0	0	604	604	604	0	Governor	DEM - J. BRIBIESCA	244137	5272	4174	0	candidate	0	 	0
1	1	3	821	5	54	1	0	0	604	604	604	0	Governor	PF - GLORIA ESTELA LA RIVA	244137	5272	4174	0	candidate	0	 	0
1	1	4	550	2	55	1	0	0	604	604	604	0	Governor	REP - PETER Y LIU	244137	5272	4174	0	candidate	0	 	0
1	1	5	22211	1	56	1	0	0	604	604	604	0	Governor	DEM - ANTONIO VILLARAIGOSA	244137	5272	4174	0	candidate	0	 	0
1	1	6	172	2	57	1	0	0	604	604	604	0	Governor	REP - YVONNE GIRARD	244137	5272	4174	0	candidate	0	 	0
1	1	7	140	1	58	1	0	0	604	604	604	0	Governor	DEM - ROBERT DAVIDSON GRIFFIS	244137	5272	4174	0	candidate	0	 	0
1	1	8	38	7	59	1	0	0	604	604	604	0	Governor	NPP - SHUBHAM GOEL	244137	5272	4174	0	candidate	0	 	0
1	1	9	5327	2	60	1	0	0	604	604	604	0	Governor	REP - TRAVIS ALLEN	244137	5272	4174	0	candidate	0	 	0
1	1	10	206	1	61	1	0	0	604	604	604	0	Governor	DEM - AKINYEMI AGBEDE	244137	5272	4174	0	candidate	0	 	0
1	1	11	56	7	62	1	0	0	604	604	604	0	Governor	NPP - JOHNNY WATTENBURG	244137	5272	4174	0	candidate	0	 	0
1	1	12	266	4	63	1	0	0	604	604	604	0	Governor	LIB - NICKOLAS WILDSTAR	244137	5272	4174	0	candidate	0	 	0
1	1	13	87	7	64	1	0	0	604	604	604	0	Governor	NPP - DESMOND SILVEIRA	244137	5272	4174	0	candidate	0	 	0
1	1	14	632	1	65	1	0	0	604	604	604	0	Governor	DEM - MICHAEL SHELLENBERGER	244137	5272	4174	0	candidate	0	 	0
1	1	15	552	4	66	1	0	0	604	604	604	0	Governor	LIB - ZOLTAN ISTVAN	244137	5272	4174	0	candidate	0	 	0
1	1	16	300	3	67	1	0	0	604	604	604	0	Governor	GRN - CHRISTOPHER N. CARLSON	244137	5272	4174	0	candidate	0	 	0
1	1	17	543	1	68	1	0	0	604	604	604	0	Governor	DEM - THOMAS JEFFERSON CARES	244137	5272	4174	0	candidate	0	 	0
1	1	18	21711	1	69	1	0	0	604	604	604	0	Governor	DEM - JOHN CHIANG	244137	5272	4174	0	candidate	0	 	0
1	1	19	15977	2	70	1	0	0	604	604	604	0	Governor	REP - JOHN H. COX	244137	5272	4174	0	candidate	0	 	0
1	1	20	3135	1	71	1	0	0	604	604	604	0	Governor	DEM - AMANDA RENTERIA	244137	5272	4174	0	candidate	0	 	0
1	1	21	28240	1	72	1	0	0	604	604	604	0	Governor	DEM - DELAINE EASTIN	244137	5272	4174	0	candidate	0	 	0
1	1	22	153	7	73	1	0	0	604	604	604	0	Governor	NPP - JEFFREY EDWARD TAYLOR	244137	5272	4174	0	candidate	0	 	0
1	1	23	188	1	74	1	0	0	604	604	604	0	Governor	DEM - KLEMENT TINAJ	244137	5272	4174	0	candidate	0	 	0
1	1	24	194	7	75	1	0	0	604	604	604	0	Governor	NPP - HAKAN ''HAWK'' MIKADO	244137	5272	4174	0	candidate	0	 	0
1	1	25	336	1	76	1	0	0	604	604	604	0	Governor	DEM - ALBERT CAESAR MEZZETTI	244137	5272	4174	0	candidate	0	 	0
1	1	26	140264	1	77	1	0	0	604	604	604	0	Governor	DEM - GAVIN NEWSOM	244137	5272	4174	1	winner	0	 	0
1	1	27	701	2	78	1	0	0	604	604	604	0	Governor	REP - ROBERT C. NEWMAN, II	244137	5272	4174	0	candidate	0	 	0
1	1	28	220		1	1	0	3	604	604	604	1	Governor	WRITE-IN	244137	5272	4174	0	candidate	0	 	0
1	1	29	0	2	189	1	0	9	604	604	604	0	Governor	REP - WRITE-IN K. PEARCE	0	5272	4174		candidate	0	 	0
1	1	30	25	3	190	1	0	9	604	604	604	0	Governor	GRN - WRITE-IN VERONIKA FIMBRES	244137	5272	4174	0	candidate	0	 	0
1	1	31	0	7	191	1	0	9	604	604	604	0	Governor	NPP - WRITE-IN ARMANDO M. ARREOLA	0	5272	4174		candidate	0	 	0
1	1	32	0	7	192	1	0	9	604	604	604	0	Governor	NPP - WRITE-IN ARMAN SOLTANI	0	5272	4174		candidate	0	 	0
