area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	074:ED HERNANDEZ	075:ELENI KOUNALAKIS
PCT7817	ED	823	276	0	0	23	253	122	131
PCT7817	MV	823	439	0	1	23	415	179	236
PCT7818	ED	860	232	0	0	14	218	95	123
PCT7818	MV	860	452	2	0	46	404	177	227
PCT7819	ED	793	191	0	0	14	177	90	87
PCT7819	MV	793	420	0	0	43	377	188	189
PCT7821	ED	985	247	0	0	20	227	111	116
PCT7821	MV	985	629	0	1	59	569	243	326
PCT7822	ED	908	275	0	0	11	264	124	140
PCT7822	MV	908	479	0	1	39	439	188	251
PCT7823	ED	879	269	6	0	16	247	113	134
PCT7823	MV	879	501	0	0	46	455	184	271
PCT7824	ED	768	246	0	1	21	224	94	130
PCT7824	MV	768	383	0	0	51	332	152	180
PCT7825	ED	597	191	0	0	16	175	80	95
PCT7825	MV	597	302	0	0	28	274	122	152
PCT7826	ED	684	258	0	0	23	235	107	128
PCT7826	MV	684	319	0	0	31	288	138	150
PCT7827	ED	831	261	0	0	21	240	125	115
PCT7827	MV	831	361	0	0	33	328	193	135
PCT7828	ED	1018	260	0	0	18	242	112	130
PCT7828	MV	1018	549	0	2	49	498	221	277
PCT7829	ED	907	237	1	0	17	219	97	122
PCT7829	MV	907	557	0	1	46	510	188	322
PCT7831	ED	882	233	0	0	18	215	102	113
PCT7831	MV	882	544	0	0	46	498	197	301
PCT7832	ED	780	187	0	0	13	174	78	96
PCT7832	MV	780	487	0	0	43	444	168	276
PCT7833	ED	747	230	0	0	21	209	122	87
PCT7833	MV	747	412	0	0	44	368	190	178
PCT7834	ED	867	276	0	0	27	249	133	116
PCT7834	MV	867	438	0	0	37	401	206	195
PCT7835	ED	847	209	0	0	18	191	91	100
PCT7835	MV	847	505	1	0	43	461	177	284
PCT7836	ED	1023	259	0	0	21	238	115	123
PCT7836	MV	1023	623	0	0	44	579	232	347
PCT7837	ED	911	259	0	1	20	238	100	138
PCT7837	MV	911	509	2	0	68	439	174	265
PCT7838	ED	926	239	0	0	17	222	108	114
PCT7838	MV	926	545	0	1	67	477	210	267
PCT7839	ED	842	205	0	0	18	187	79	108
PCT7839	MV	842	515	0	1	46	468	199	269
PCT7841	ED	937	290	0	0	19	271	137	134
PCT7841	MV	937	526	0	0	42	484	203	281
PCT7842	ED	903	283	0	1	31	251	135	116
PCT7842	MV	903	434	0	0	53	381	179	202
PCT7843	ED	767	231	0	1	22	208	113	95
PCT7843	MV	767	380	0	0	29	351	175	176
PCT7844	ED	663	196	0	0	21	175	106	69
PCT7844	MV	663	329	0	0	42	287	131	156
PCT7845	ED	849	241	0	0	28	213	100	113
PCT7845	MV	849	469	0	0	46	423	167	256
PCT7846	ED	904	259	0	0	34	225	99	126
PCT7846	MV	904	509	0	0	55	454	198	256
PCT7847	ED	929	261	0	0	27	234	115	119
PCT7847	MV	929	529	0	0	62	467	215	252
PCT7848	ED	834	232	0	0	26	206	83	123
PCT7848	MV	834	491	0	1	52	438	204	234
PCT7849	ED	929	263	0	1	25	237	123	114
PCT7849	MV	929	522	0	0	62	460	203	257
PCT7851	ED	513	136	0	0	21	115	60	55
PCT7851	MV	513	298	0	0	43	255	115	140
PCT7852	ED	647	143	0	1	6	136	53	83
PCT7852	MV	647	394	0	0	39	355	151	204
PCT7853	ED	850	214	0	0	16	198	82	116
PCT7853	MV	850	479	0	0	43	436	181	255
PCT7854	ED	894	247	0	0	24	223	98	125
PCT7854	MV	894	500	0	0	42	458	226	232
PCT7855	ED	986	299	0	0	26	273	124	149
PCT7855	MV	986	521	0	0	65	456	188	268
PCT7856	ED	800	265	0	0	14	251	140	111
PCT7856	MV	800	425	0	0	42	383	170	213
PCT7857	ED	933	275	0	0	28	247	127	120
PCT7857	MV	933	517	0	0	60	457	236	221
PCT7858	ED	775	244	0	0	26	218	136	82
PCT7858	MV	775	394	0	0	41	353	175	178
PCT7859	ED	891	249	0	0	22	227	116	111
PCT7859	MV	891	513	0	0	46	467	187	280
PCT7861	ED	859	217	0	0	18	199	96	103
PCT7861	MV	859	510	0	0	50	460	195	265
PCT7862	ED	866	301	0	0	29	272	130	142
PCT7862	MV	866	472	0	0	42	430	188	242
PCT7863	ED	907	310	0	0	33	277	134	143
PCT7863	MV	907	440	0	0	56	384	187	197
PCT7864	ED	807	232	0	0	16	216	100	116
PCT7864	MV	807	426	0	0	36	390	191	199
PCT7865	ED	823	241	0	0	23	218	97	121
PCT7865	MV	823	463	0	0	46	417	192	225
PCT7866	ED	836	209	0	0	20	189	83	106
PCT7866	MV	836	491	0	0	62	429	182	247
PCT7867	ED	955	266	0	0	34	232	129	103
PCT7867	MV	955	510	0	0	55	455	218	237
PCT7868	ED	881	242	0	0	21	221	101	120
PCT7868	MV	881	449	1	1	43	404	152	252
PCT7869	ED	867	239	0	0	24	215	103	112
PCT7869	MV	867	489	0	0	43	446	201	245
PCT7871	ED	900	259	0	0	24	235	111	124
PCT7871	MV	900	502	2	0	32	468	204	264
PCT7872	ED	862	287	0	0	27	260	129	131
PCT7872	MV	862	472	0	0	51	421	175	246
PCT7873	ED	861	257	0	0	23	234	109	125
PCT7873	MV	861	501	0	0	48	453	224	229
PCT7874	ED	477	137	0	1	14	122	61	61
PCT7874	MV	477	255	1	0	33	221	105	116
PCT7875	ED	623	180	0	0	17	163	86	77
PCT7875	MV	623	285	0	3	52	230	121	109
PCT7876	ED	498	154	10	0	16	128	59	69
PCT7876	MV	498	269	0	2	23	244	99	145
PCT7901	ED	522	135	0	1	24	110	55	55
PCT7901	MV	522	198	0	0	20	178	108	70
PCT7902	ED	968	258	0	0	25	233	146	87
PCT7902	MV	968	401	0	1	35	365	203	162
PCT7903	ED	840	201	0	0	25	176	113	63
PCT7903	MV	840	350	0	4	36	310	176	134
PCT7904	ED	877	210	0	1	18	191	110	81
PCT7904	MV	877	403	0	0	49	354	206	148
PCT7905	ED	851	253	0	0	31	222	124	98
PCT7905	MV	851	409	1	0	41	367	184	183
PCT7906	ED	787	244	0	0	30	214	119	95
PCT7906	MV	787	335	0	0	32	303	166	137
PCT7907	ED	950	278	0	0	32	246	151	95
PCT7907	MV	950	425	0	0	36	389	212	177
PCT7908	ED	949	283	0	1	50	232	150	82
PCT7908	MV	949	408	0	0	63	345	209	136
PCT7909	ED	733	251	0	0	22	229	144	85
PCT7909	MV	733	303	0	0	33	270	149	121
PCT7911	ED	860	244	0	1	15	228	135	93
PCT7911	MV	860	395	0	1	34	360	180	180
PCT7912	ED	1065	290	0	1	33	256	145	111
PCT7912	MV	1065	463	0	1	59	403	214	189
PCT7913	ED	913	312	0	1	29	282	168	114
PCT7913	MV	913	378	0	0	42	336	183	153
PCT7914	ED	883	278	0	2	24	252	164	88
PCT7914	MV	883	425	0	3	40	382	213	169
PCT7915	ED	831	265	0	0	18	247	151	96
PCT7915	MV	831	351	0	1	27	323	183	140
PCT7916	ED	888	283	0	0	29	254	159	95
PCT7916	MV	888	421	0	0	30	391	220	171
PCT7917	ED	1015	312	0	0	21	291	193	98
PCT7917	MV	1015	428	0	2	33	393	252	141
PCT7918	ED	836	253	0	0	27	226	135	91
PCT7918	MV	836	379	0	1	34	344	180	164
PCT7919	ED	895	308	0	2	25	281	194	87
PCT7919	MV	895	376	0	2	39	335	207	128
PCT7921	ED	917	231	0	1	27	203	127	76
PCT7921	MV	917	366	0	0	43	323	195	128
PCT7922	ED	831	250	0	0	21	229	151	78
PCT7922	MV	831	383	0	0	29	354	211	143
PCT7923	ED	885	262	0	0	23	239	156	83
PCT7923	MV	885	403	0	0	31	372	218	154
PCT7924	ED	842	238	0	1	22	215	139	76
PCT7924	MV	842	382	0	0	23	359	220	139
PCT7925	ED	567	156	0	0	7	149	100	49
PCT7925	MV	567	293	0	0	31	262	146	116
PCT7926	ED	795	229	0	1	22	206	97	109
PCT7926	MV	795	390	0	0	46	344	182	162
PCT7927	ED	747	241	0	0	19	222	131	91
PCT7927	MV	747	392	0	0	41	351	180	171
PCT7928	ED	931	284	0	0	25	259	159	100
PCT7928	MV	931	489	0	0	53	436	220	216
PCT7929	ED	864	248	0	0	21	227	142	85
PCT7929	MV	864	509	1	1	46	461	246	215
PCT7931	ED	738	219	0	0	30	189	97	92
PCT7931	MV	738	408	0	0	45	363	161	202
PCT7932	ED	551	157	1	0	16	140	79	61
PCT7932	MV	551	285	0	0	22	263	126	137
PCT7933	MV	6	4	0	0	1	3	1	2
PCT7934	ED	890	250	0	0	28	222	130	92
PCT7934	MV	890	472	0	0	40	432	230	202
PCT7935	ED	970	305	0	0	32	273	139	134
PCT7935	MV	970	519	0	0	66	453	211	242
PCT7936	ED	856	287	0	0	35	252	144	108
PCT7936	MV	856	428	0	0	32	396	190	206
PCT7937	ED	886	267	0	0	34	233	124	109
PCT7937	MV	886	434	0	0	48	386	191	195
PCT7938	ED	788	213	0	0	25	188	120	68
PCT7938	MV	788	337	0	0	27	310	173	137
PCT7939	ED	688	253	0	0	21	232	118	114
PCT7939	MV	688	326	0	0	28	298	151	147
PCT7941	ED	751	218	0	0	22	196	104	92
PCT7941	MV	751	348	0	1	37	310	176	134
PCT7942	ED	914	257	1	0	20	236	144	92
PCT7942	MV	914	412	0	1	42	369	192	177
PCT7943	ED	872	257	4	0	24	229	133	96
PCT7943	MV	872	439	0	2	59	378	188	190
PCT7944	ED	801	243	0	0	23	220	133	87
PCT7944	MV	801	381	0	1	27	353	183	170
PCT7945	ED	915	186	0	0	26	160	92	68
PCT7945	MV	915	412	0	1	43	368	173	195
PCT7946	ED	945	183	0	0	22	161	92	69
PCT7946	MV	945	451	0	0	65	386	202	184
PCT7947	ED	946	182	0	2	33	147	90	57
PCT7947	MV	946	430	0	0	70	360	208	152
PCT7948	ED	928	209	0	0	24	185	105	80
PCT7948	MV	928	422	0	0	50	372	196	176
PCT7949	ED	569	100	0	0	16	84	49	35
PCT7949	MV	569	292	0	1	44	247	124	123
PCT7951	ED	854	166	0	0	24	142	79	63
PCT7951	MV	854	424	0	0	79	345	181	164
PCT7952	ED	866	167	0	0	27	140	75	65
PCT7952	MV	866	359	0	0	44	315	188	127
PCT7953	ED	824	186	2	0	21	163	88	75
PCT7953	MV	824	402	0	0	52	350	178	172
PCT7955	ED	902	199	0	0	34	165	101	64
PCT7955	MV	902	434	0	0	71	363	184	179
PCT7956	ED	823	136	0	1	28	107	66	41
PCT7956	MV	823	353	0	2	55	296	172	124
PCT7957	ED	646	147	0	1	20	126	60	66
PCT7957	MV	646	298	0	0	33	265	127	138
PCT7958	MV	290	141	0	0	28	113	54	59
PCT7959	ED	727	157	0	0	17	140	85	55
PCT7959	MV	727	326	0	2	33	291	143	148
PCT9001	MV	273	142	0	0	18	124	55	69
PCT9101	ED	888	260	0	0	26	234	95	139
PCT9101	MV	888	438	0	1	58	379	148	231
PCT9102	ED	985	257	0	0	40	217	97	120
PCT9102	MV	985	471	0	0	54	417	192	225
PCT9103	ED	954	272	0	0	28	244	101	143
PCT9103	MV	954	431	0	0	72	359	152	207
PCT9104	ED	988	239	0	0	28	211	110	101
PCT9104	MV	988	465	0	0	65	400	196	204
PCT9105	ED	919	247	0	0	33	214	117	97
PCT9105	MV	919	488	0	0	79	409	189	220
PCT9106	ED	937	268	1	1	23	243	105	138
PCT9106	MV	937	497	0	0	79	418	182	236
PCT9107	ED	849	218	0	1	24	193	110	83
PCT9107	MV	849	372	0	0	54	318	143	175
PCT9108	ED	790	246	0	0	25	221	126	95
PCT9108	MV	790	373	1	0	40	332	165	167
PCT9109	ED	884	263	0	0	35	228	125	103
PCT9109	MV	884	427	0	0	55	372	151	221
PCT9111	ED	779	229	0	0	26	203	90	113
PCT9111	MV	779	346	0	0	54	292	138	154
PCT9112	ED	976	284	0	1	40	243	116	127
PCT9112	MV	976	467	0	1	68	398	216	182
PCT9113	ED	999	310	0	0	28	282	136	146
PCT9113	MV	999	505	0	0	71	434	196	238
PCT9114	ED	877	263	0	0	25	238	120	118
PCT9114	MV	877	405	0	0	54	351	170	181
PCT9115	ED	911	258	0	0	26	232	123	109
PCT9115	MV	911	429	0	0	59	370	201	169
PCT9116	ED	944	281	1	1	20	259	144	115
PCT9116	MV	944	473	0	0	66	407	190	217
PCT9117	ED	783	222	0	0	21	201	89	112
PCT9117	MV	783	398	0	0	58	340	154	186
PCT9118	ED	974	286	0	0	33	253	118	135
PCT9118	MV	974	426	0	1	80	345	162	183
PCT9119	ED	891	237	0	0	37	200	99	101
PCT9119	MV	891	446	0	0	57	389	176	213
PCT9121	ED	930	256	0	0	40	216	113	103
PCT9121	MV	930	434	0	0	57	377	166	211
PCT9122	ED	953	208	0	0	39	169	85	84
PCT9122	MV	953	454	0	1	64	389	185	204
PCT9123	ED	858	231	0	0	27	204	96	108
PCT9123	MV	858	418	0	0	62	356	163	193
PCT9124	ED	874	201	0	1	23	177	78	99
PCT9124	MV	874	438	0	0	84	354	163	191
PCT9125	ED	861	210	0	0	28	182	89	93
PCT9125	MV	861	437	0	0	63	374	168	206
PCT9126	ED	1015	245	0	0	37	208	101	107
PCT9126	MV	1015	533	0	0	93	440	202	238
PCT9127	ED	960	269	0	0	38	231	115	116
PCT9127	MV	960	498	0	0	74	424	181	243
PCT9128	ED	828	248	0	0	20	228	119	109
PCT9128	MV	828	412	0	0	57	355	149	206
PCT9129	ED	741	243	0	0	27	216	114	102
PCT9129	MV	741	348	0	0	46	302	135	167
PCT9131	ED	759	192	0	0	21	171	78	93
PCT9131	MV	759	403	0	0	69	334	171	163
PCT9132	ED	837	248	0	1	36	211	98	113
PCT9132	MV	837	371	0	2	41	328	159	169
PCT9133	ED	1021	270	0	1	29	240	115	125
PCT9133	MV	1021	503	0	0	64	439	220	219
PCT9134	ED	893	210	0	0	31	179	84	95
PCT9134	MV	893	469	0	0	59	410	174	236
PCT9135	ED	808	214	0	0	35	179	88	91
PCT9135	MV	808	389	0	0	71	318	130	188
PCT9136	ED	929	253	0	0	29	224	111	113
PCT9136	MV	929	439	0	0	71	368	167	201
PCT9137	ED	1006	259	0	0	36	223	106	117
PCT9137	MV	1006	467	0	0	69	398	185	213
PCT9138	ED	943	226	1	0	38	187	79	108
PCT9138	MV	943	476	1	0	68	407	179	228
PCT9139	ED	975	243	0	0	32	211	109	102
PCT9139	MV	975	510	0	0	84	426	193	233
PCT9141	ED	953	251	0	0	38	213	111	102
PCT9141	MV	953	477	0	0	70	407	189	218
PCT9142	ED	966	275	0	0	29	246	128	118
PCT9142	MV	966	459	0	1	53	405	194	211
PCT9143	ED	920	251	0	0	35	216	116	100
PCT9143	MV	920	463	0	0	71	392	199	193
PCT9144	ED	962	291	0	0	34	257	117	140
PCT9144	MV	962	482	0	0	70	412	180	232
PCT9145	ED	861	249	1	0	26	222	103	119
PCT9145	MV	861	423	0	0	57	366	155	211
PCT9146	ED	885	245	0	0	33	212	106	106
PCT9146	MV	885	464	0	0	64	400	192	208
PCT9147	ED	971	280	0	0	46	234	125	109
PCT9147	MV	971	492	0	0	50	442	205	237
PCT9148	ED	1034	322	0	0	33	289	124	165
PCT9148	MV	1034	513	0	0	55	458	181	277
PCT9149	ED	948	263	0	0	24	239	106	133
PCT9149	MV	948	478	0	0	54	424	174	250
PCT9151	ED	872	226	0	0	21	205	97	108
PCT9151	MV	872	418	0	0	48	370	179	191
PCT9152	ED	721	269	0	0	18	251	113	138
PCT9152	MV	721	279	0	0	21	258	99	159
PCT9201	ED	1004	298	0	0	26	272	113	159
PCT9201	MV	1004	475	0	0	48	427	188	239
PCT9202	ED	971	294	0	0	32	262	112	150
PCT9202	MV	971	426	0	0	39	387	146	241
PCT9203	ED	1002	239	0	0	43	196	78	118
PCT9203	MV	1002	536	0	0	96	440	151	289
PCT9204	ED	873	273	0	0	46	227	93	134
PCT9204	MV	873	393	0	0	56	337	131	206
PCT9205	ED	728	208	0	0	32	176	82	94
PCT9205	MV	728	376	0	1	40	335	140	195
PCT9206	ED	931	246	0	0	42	204	84	120
PCT9206	MV	931	479	0	1	80	398	158	240
PCT9207	ED	981	261	0	0	43	218	93	125
PCT9207	MV	981	502	0	0	84	418	143	275
PCT9208	ED	1002	286	0	0	33	253	106	147
PCT9208	MV	1002	491	0	2	70	419	158	261
PCT9209	ED	711	244	0	0	28	216	88	128
PCT9209	MV	711	327	0	0	47	280	91	189
PCT9211	ED	889	234	0	0	36	198	75	123
PCT9211	MV	889	432	0	0	65	367	120	247
PCT9212	ED	803	233	0	0	29	204	91	113
PCT9212	MV	803	400	0	0	57	343	138	205
PCT9213	ED	951	264	0	0	28	236	100	136
PCT9213	MV	951	507	0	0	82	425	160	265
PCT9214	ED	640	166	0	0	23	143	55	88
PCT9214	MV	640	334	0	0	34	300	117	183
PCT9215	ED	652	192	0	0	26	166	72	94
PCT9215	MV	652	327	0	0	51	276	111	165
PCT9216	ED	845	245	0	0	27	218	85	133
PCT9216	MV	845	379	0	0	54	325	132	193
PCT9217	ED	698	193	0	0	30	163	72	91
PCT9217	MV	698	349	0	0	54	295	108	187
PCT9218	ED	841	247	0	0	32	215	88	127
PCT9218	MV	841	412	0	0	80	332	113	219
PCT9219	ED	802	240	0	0	33	207	81	126
PCT9219	MV	802	399	0	0	49	350	153	197
PCT9221	ED	651	145	0	0	17	128	45	83
PCT9221	MV	651	399	0	1	69	329	116	213
PCT9222	ED	883	248	0	0	39	209	86	123
PCT9222	MV	883	449	0	0	68	381	145	236
PCT9223	ED	638	160	0	0	21	139	64	75
PCT9223	MV	638	338	0	0	56	282	103	179
PCT9224	ED	960	262	0	0	42	220	90	130
PCT9224	MV	960	506	0	0	76	430	155	275
PCT9225	ED	958	296	0	0	45	251	90	161
PCT9225	MV	958	469	0	0	57	412	157	255
PCT9226	ED	926	270	0	0	48	222	95	127
PCT9226	MV	926	486	0	0	68	418	158	260
PCT9227	ED	738	188	0	0	26	162	66	96
PCT9227	MV	738	404	0	0	65	339	140	199
PCT9228	ED	747	189	0	0	26	163	60	103
PCT9228	MV	747	424	0	0	70	354	137	217
PCT9229	ED	598	162	0	0	23	139	71	68
PCT9229	MV	598	316	0	1	42	273	101	172
PCT9231	ED	953	313	0	0	30	283	136	147
PCT9231	MV	953	488	0	0	66	422	172	250
PCT9232	ED	735	212	0	1	27	184	90	94
PCT9232	MV	735	396	0	1	44	351	176	175
PCT9233	ED	793	208	0	0	25	183	84	99
PCT9233	MV	793	434	0	0	64	370	124	246
PCT9234	ED	746	187	0	0	21	166	65	101
PCT9234	MV	746	438	0	1	59	378	134	244
PCT9235	ED	884	239	0	0	23	216	98	118
PCT9235	MV	884	488	0	1	63	424	150	274
PCT9236	ED	683	200	0	0	23	177	61	116
PCT9236	MV	683	358	0	0	46	312	126	186
PCT9237	ED	936	225	0	0	29	196	85	111
PCT9237	MV	936	539	0	2	59	478	184	294
PCT9238	ED	842	230	0	0	24	206	82	124
PCT9238	MV	842	456	0	0	58	398	141	257
PCT9239	ED	881	198	0	0	30	168	80	88
PCT9239	MV	881	499	0	0	82	417	154	263
PCT9241	ED	1005	254	0	0	35	219	99	120
PCT9241	MV	1005	578	0	1	64	513	211	302
PCT9242	ED	972	276	0	0	30	246	105	141
PCT9242	MV	972	513	0	0	60	453	177	276
PCT9243	ED	594	191	0	0	26	165	80	85
PCT9243	MV	594	307	0	0	35	272	108	164
PCT9244	ED	903	254	0	0	36	218	107	111
PCT9244	MV	903	485	0	1	55	429	173	256
PCT9245	ED	742	208	0	1	23	184	65	119
PCT9245	MV	742	375	0	1	46	328	119	209
PCT9246	ED	929	254	0	0	27	227	84	143
PCT9246	MV	929	528	0	0	56	472	168	304
PCT9247	ED	927	263	0	1	33	229	106	123
PCT9247	MV	927	515	0	0	58	457	179	278
PCT9248	ED	907	257	0	0	28	229	96	133
PCT9248	MV	907	485	0	0	52	433	162	271
PCT9249	ED	917	271	0	0	23	248	113	135
PCT9249	MV	917	494	0	1	65	428	160	268
PCT9251	ED	995	286	0	0	32	254	111	143
PCT9251	MV	995	530	0	0	83	447	171	276
PCT9252	ED	944	218	0	1	27	190	95	95
PCT9252	MV	944	550	0	1	66	483	194	289
PCT9253	ED	772	187	0	0	29	158	58	100
PCT9253	MV	772	397	0	1	62	334	138	196
PCT9254	ED	935	230	0	0	20	210	91	119
PCT9254	MV	935	538	0	0	53	485	172	313
PCT9255	ED	553	182	0	0	19	163	65	98
PCT9255	MV	553	263	0	0	23	240	91	149
PCT9256	ED	474	128	0	0	11	117	54	63
PCT9256	MV	474	233	0	0	29	204	94	110
PCT9257	MV	321	235	0	0	21	214	110	104
PCT9258	ED	712	192	0	0	17	175	78	97
PCT9258	MV	712	373	0	1	61	311	132	179
PCT9401	ED	1012	293	0	0	29	264	137	127
PCT9401	MV	1012	483	0	0	62	421	211	210
PCT9402	ED	977	288	0	0	44	244	126	118
PCT9402	MV	977	458	0	0	62	396	186	210
PCT9403	ED	897	239	0	0	28	211	114	97
PCT9403	MV	897	419	0	0	75	344	153	191
PCT9404	ED	930	200	0	0	36	164	75	89
PCT9404	MV	930	462	0	1	67	394	181	213
PCT9405	ED	786	210	0	0	33	177	94	83
PCT9405	MV	786	364	0	0	56	308	142	166
PCT9406	ED	868	244	0	0	42	202	114	88
PCT9406	MV	868	421	0	0	58	363	180	183
PCT9407	ED	889	253	0	0	29	224	111	113
PCT9407	MV	889	409	0	1	59	349	176	173
PCT9408	ED	886	265	0	0	34	231	126	105
PCT9408	MV	886	415	0	0	48	367	172	195
PCT9409	ED	590	201	0	0	15	186	98	88
PCT9409	MV	590	252	0	0	39	213	115	98
PCT9411	ED	956	270	0	1	27	242	126	116
PCT9411	MV	956	430	0	0	45	385	190	195
PCT9412	ED	848	245	0	2	30	213	98	115
PCT9412	MV	848	380	0	0	72	308	146	162
PCT9413	ED	894	229	0	0	35	194	90	104
PCT9413	MV	894	461	0	1	94	366	167	199
PCT9414	ED	916	216	0	0	24	192	104	88
PCT9414	MV	916	463	0	0	57	406	193	213
PCT9415	ED	784	187	0	0	30	157	83	74
PCT9415	MV	784	391	0	0	73	318	161	157
PCT9416	ED	1008	280	1	0	32	247	124	123
PCT9416	MV	1008	480	1	0	65	414	202	212
PCT9417	ED	752	175	0	0	27	148	75	73
PCT9417	MV	752	402	0	0	73	329	162	167
PCT9418	ED	790	211	0	0	38	173	81	92
PCT9418	MV	790	376	0	0	81	295	126	169
PCT9419	ED	924	222	0	0	42	180	77	103
PCT9419	MV	924	468	0	0	91	377	178	199
PCT9421	ED	906	237	0	0	41	196	90	106
PCT9421	MV	906	446	0	0	109	337	152	185
PCT9422	ED	1056	283	0	0	48	235	100	135
PCT9422	MV	1056	513	0	0	89	424	205	219
PCT9423	ED	889	219	0	0	26	193	97	96
PCT9423	MV	889	440	0	0	57	383	178	205
PCT9424	ED	952	224	0	0	34	190	103	87
PCT9424	MV	952	496	0	0	77	419	210	209
PCT9425	ED	933	199	0	0	32	167	83	84
PCT9425	MV	933	465	0	0	85	380	187	193
PCT9426	ED	823	198	0	2	32	164	83	81
PCT9426	MV	823	408	0	1	85	322	144	178
PCT9427	ED	948	210	0	0	47	163	68	95
PCT9427	MV	948	447	0	0	96	351	165	186
PCT9428	ED	961	183	0	0	29	154	71	83
PCT9428	MV	961	518	0	0	90	428	191	237
PCT9429	ED	899	228	1	0	40	187	105	82
PCT9429	MV	899	432	0	0	71	361	173	188
PCT9431	ED	973	235	0	0	29	206	104	102
PCT9431	MV	973	464	0	2	77	385	174	211
PCT9432	ED	945	214	0	0	33	181	85	96
PCT9432	MV	945	468	0	0	88	380	197	183
PCT9433	ED	945	195	0	0	36	159	70	89
PCT9433	MV	945	487	0	0	111	376	180	196
PCT9434	ED	979	260	0	1	31	228	116	112
PCT9434	MV	979	481	1	0	76	404	171	233
PCT9435	ED	969	251	0	0	39	212	95	117
PCT9435	MV	969	448	0	0	86	362	176	186
PCT9436	ED	1006	231	0	0	33	198	84	114
PCT9436	MV	1006	495	0	0	92	403	182	221
PCT9437	ED	897	219	0	1	30	188	91	97
PCT9437	MV	897	435	0	0	84	351	184	167
PCT9438	ED	948	202	0	0	36	166	99	67
PCT9438	MV	948	496	0	0	76	420	207	213
PCT9439	ED	879	173	0	1	23	149	69	80
PCT9439	MV	879	425	0	0	77	348	156	192
PCT9441	ED	980	261	0	1	34	226	115	111
PCT9441	MV	980	462	0	0	80	382	177	205
PCT9442	ED	1008	280	0	0	34	246	124	122
PCT9442	MV	1008	461	0	0	88	373	163	210
PCT9443	ED	937	219	1	1	34	183	77	106
PCT9443	MV	937	442	0	1	49	392	202	190
PCT9444	ED	937	190	1	0	33	156	76	80
PCT9444	MV	937	442	0	0	91	351	147	204
PCT9445	ED	981	230	0	1	25	204	103	101
PCT9445	MV	981	493	0	0	73	420	194	226
PCT9446	ED	1090	240	0	0	26	214	104	110
PCT9446	MV	1090	564	0	0	102	462	213	249
PCT9447	ED	906	236	0	1	27	208	111	97
PCT9447	MV	906	448	0	0	74	374	171	203
PCT9448	ED	909	232	0	1	34	197	99	98
PCT9448	MV	909	429	0	0	78	351	163	188
PCT9449	ED	830	177	2	0	27	148	72	76
PCT9449	MV	830	428	0	0	68	360	170	190
PCT9451	ED	420	97	0	0	15	82	30	52
PCT9451	MV	420	218	0	0	41	177	78	99
PCT9452	ED	840	259	0	0	48	211	118	93
PCT9452	MV	840	412	0	0	78	334	147	187
PCT9453	ED	500	135	0	0	29	106	57	49
PCT9453	MV	500	242	0	0	36	206	90	116
PCT9501	MV	148	110	0	0	11	99	38	61
PCT9502	MV	245	177	0	0	11	166	79	87
PCT9503	ED	729	198	0	0	19	179	62	117
PCT9503	MV	729	315	0	0	34	281	111	170
PCT9505	ED	784	176	0	1	11	164	62	102
PCT9505	MV	784	383	0	0	43	340	157	183
PCT9506	ED	766	177	0	1	13	163	85	78
PCT9506	MV	766	312	0	0	32	280	142	138
PCT9507	ED	766	231	0	0	14	217	108	109
PCT9507	MV	766	406	0	0	36	370	173	197
PCT9508	ED	798	237	0	0	27	210	114	96
PCT9508	MV	798	429	0	0	23	406	201	205
PCT9509	ED	759	229	0	0	15	214	110	104
PCT9509	MV	759	386	0	0	37	349	151	198
PCT9511	ED	622	190	0	0	16	174	89	85
PCT9511	MV	622	296	0	0	27	269	127	142
PCT9512	ED	809	240	0	0	17	223	121	102
PCT9512	MV	809	399	0	0	41	358	148	210
PCT9513	ED	902	275	0	0	26	249	111	138
PCT9513	MV	902	390	0	0	33	357	169	188
PCT9514	ED	928	304	0	0	38	266	133	133
PCT9514	MV	928	456	0	1	44	411	191	220
PCT9515	ED	705	222	0	0	16	206	124	82
PCT9515	MV	705	368	0	0	52	316	156	160
PCT9516	ED	866	254	0	0	25	229	119	110
PCT9516	MV	866	427	0	0	49	378	178	200
PCT9517	ED	801	226	0	0	30	196	104	92
PCT9517	MV	801	397	0	0	40	357	186	171
PCT9518	ED	802	229	0	0	15	214	114	100
PCT9518	MV	802	431	0	0	54	377	182	195
PCT9519	ED	910	261	0	0	30	231	112	119
PCT9519	MV	910	486	0	0	37	449	226	223
PCT9521	ED	939	315	0	0	27	288	144	144
PCT9521	MV	939	442	0	2	36	404	185	219
PCT9701	ED	671	200	0	0	22	178	89	89
PCT9701	MV	671	339	0	0	63	276	133	143
PCT9702	ED	723	209	0	0	17	192	101	91
PCT9702	MV	723	364	0	2	48	314	138	176
PCT9703	ED	986	232	0	0	33	199	92	107
PCT9703	MV	986	529	0	1	67	461	203	258
PCT9704	ED	950	279	0	0	30	249	116	133
PCT9704	MV	950	504	0	0	72	432	206	226
PCT9705	ED	919	260	3	0	34	223	106	117
PCT9705	MV	919	483	0	0	66	417	194	223
PCT9706	MV	49	39	0	0	6	33	12	21
PCT9707	ED	821	172	0	0	36	136	60	76
PCT9707	MV	821	491	0	0	75	416	185	231
