area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	018:Yes	019:No
ALLPCTS	TO	500516	372461	106	0	89	152205	220061	185265	34796
ALLPCTS	ED	500516	127556	80	0	27	51841	75608	61597	14011
ALLPCTS	MV	500516	244905	26	0	62	100364	144453	123668	20785
PCT1101	ED	553	125	0	0	0	41	84	66	18
PCT1101	MV	553	266	0	0	0	94	172	141	31
PCT1102	ED	995	266	0	0	0	84	182	150	32
PCT1102	MV	995	480	0	0	0	173	307	232	75
PCT1103	ED	951	246	1	0	0	94	151	126	25
PCT1103	MV	951	445	0	0	0	181	264	225	39
PCT1104	ED	993	249	0	0	0	92	157	104	53
PCT1104	MV	993	414	0	0	0	144	270	222	48
PCT1106	ED	765	191	0	0	0	79	112	85	27
PCT1106	MV	765	343	0	0	0	141	202	158	44
PCT1107	ED	746	163	0	0	0	68	95	67	28
PCT1107	MV	746	336	0	0	1	140	195	156	39
PCT1108	ED	909	232	0	0	0	119	113	90	23
PCT1108	MV	909	437	0	0	0	179	258	211	47
PCT1109	ED	798	166	0	0	0	64	102	74	28
PCT1109	MV	798	365	0	0	1	141	223	182	41
PCT1111	ED	1002	205	0	0	0	68	137	103	34
PCT1111	MV	1002	460	0	0	0	186	274	230	44
PCT1112	ED	769	151	0	0	0	52	99	80	19
PCT1112	MV	769	344	0	0	0	137	207	163	44
PCT1113	ED	746	134	0	0	0	57	77	54	23
PCT1113	MV	746	359	0	0	0	137	222	192	30
PCT1114	ED	957	226	0	0	0	89	137	105	32
PCT1114	MV	957	403	0	0	0	141	262	219	43
PCT1115	ED	895	173	0	0	0	70	103	78	25
PCT1115	MV	895	371	0	0	0	148	223	173	50
PCT1116	ED	895	224	0	0	0	91	133	103	30
PCT1116	MV	895	376	0	0	1	124	251	198	53
PCT1117	ED	858	184	0	0	0	63	121	84	37
PCT1117	MV	858	357	0	0	0	135	222	181	41
PCT1118	ED	1043	213	0	0	0	79	134	92	42
PCT1118	MV	1043	475	0	0	0	166	309	258	51
PCT1119	ED	791	165	0	0	0	74	91	65	26
PCT1119	MV	791	386	0	0	0	147	239	200	39
PCT1121	ED	691	159	0	0	0	59	100	72	28
PCT1121	MV	691	313	0	0	0	150	163	136	27
PCT1122	ED	632	109	0	0	0	44	65	44	21
PCT1122	MV	632	310	0	0	0	129	181	143	38
PCT1123	ED	915	179	0	0	0	56	123	92	31
PCT1123	MV	915	364	0	0	0	143	221	160	61
PCT1124	ED	819	152	0	0	0	55	97	74	23
PCT1124	MV	819	302	0	0	0	92	210	169	41
PCT1125	ED	1047	159	0	0	0	60	99	66	33
PCT1125	MV	1047	466	0	0	0	157	309	241	68
PCT1126	ED	922	190	0	0	0	54	136	96	40
PCT1126	MV	922	400	0	0	0	130	270	225	45
PCT1127	ED	920	200	0	0	0	71	129	95	34
PCT1127	MV	920	382	0	0	0	126	256	209	47
PCT1128	ED	838	154	0	0	0	53	101	73	28
PCT1128	MV	838	362	0	0	0	130	232	169	63
PCT1129	ED	980	227	0	0	0	85	142	98	44
PCT1129	MV	980	416	0	0	1	139	276	221	55
PCT1131	ED	797	132	0	0	0	45	87	65	22
PCT1131	MV	797	371	0	0	0	144	227	158	69
PCT1132	ED	969	179	0	0	1	79	99	77	22
PCT1132	MV	969	427	0	0	0	156	271	222	49
PCT1133	ED	863	161	0	0	0	66	95	75	20
PCT1133	MV	863	410	0	0	0	156	254	210	44
PCT1134	ED	759	170	0	0	0	56	114	85	29
PCT1134	MV	759	317	0	0	0	128	189	155	34
PCT1135	ED	540	87	0	0	0	39	48	37	11
PCT1135	MV	540	295	0	0	0	126	169	137	32
PCT1136	ED	829	144	0	0	0	51	93	59	34
PCT1136	MV	829	412	0	0	0	163	249	185	64
PCT1141	ED	1041	223	0	0	0	85	138	105	33
PCT1141	MV	1041	484	0	0	0	146	338	283	55
PCT1142	ED	861	175	0	0	0	54	121	101	20
PCT1142	MV	861	393	0	0	0	148	245	202	43
PCT1143	ED	1034	228	0	0	0	70	158	122	36
PCT1143	MV	1034	440	0	0	0	152	288	241	47
PCT1144	ED	907	205	0	0	0	58	147	114	33
PCT1144	MV	907	387	0	0	0	120	267	203	64
PCT1145	ED	888	189	0	0	0	73	116	94	22
PCT1145	MV	888	461	0	0	0	169	292	238	54
PCT1146	ED	1011	186	0	0	0	62	124	92	32
PCT1146	MV	1011	454	0	0	0	153	301	250	51
PCT1147	ED	877	210	0	0	0	84	126	91	35
PCT1147	MV	877	396	0	0	1	118	277	224	53
PCT1148	ED	962	196	0	0	0	67	129	100	29
PCT1148	MV	962	444	0	0	0	146	298	230	68
PCT1149	ED	907	210	0	0	0	76	134	103	31
