contest_id	candidate_order	contest_id_eds	candidate_id	candidate_type	candidate_full_name	candidate_party_id	is_writein_candidate
100	001	001	072	0	JOHN H. COX	2	0
100	001	002	073	0	GAVIN NEWSOM	1	0
105	002	001	074	0	ED HERNANDEZ	1	0
105	002	002	075	0	ELENI KOUNALAKIS	1	0
110	003	001	076	0	ALEX PADILLA	1	0
110	003	002	077	0	MARK P. MEUSER	2	0
115	004	001	078	0	KONSTANTINOS RODITIS	2	0
115	004	002	079	0	BETTY T. YEE	1	0
120	005	001	080	0	GREG CONLON	2	0
120	005	002	081	0	FIONA MA	1	0
125	006	001	082	0	STEVEN C BAILEY	2	0
125	006	002	083	0	XAVIER BECERRA	1	0
130	007	001	084	0	RICARDO LARA	1	0
130	007	002	085	0	STEVE POIZNER	3	0
135	008	001	086	0	MALIA COHEN	1	0
135	008	002	087	0	MARK BURNS	2	0
140	009	001	088	0	DIANNE FEINSTEIN	1	0
140	009	002	089	0	KEVIN DE LEON	1	0
145	010	001	090	0	LISA REMMER	2	0
145	010	002	091	0	NANCY PELOSI	1	0
150	011	001	092	0	BARBARA LEE	1	0
150	011	002	156	0	LAURA WELLS	45	0
155	012	001	093	0	CRISTINA OSMEÑA	2	0
155	012	002	094	0	JACKIE SPEIER	1	0
160	013	001	095	0	DAVID CHIU	1	0
160	013	002	096	0	ALEJANDRO FERNANDEZ	1	0
165	014	001	097	0	PHIL TING	1	0
165	014	002	098	0	KEITH BOGDON	2	0
170	015	001	099	0	MONICA CHINCHILLA		0
170	015	002	100	0	ALISON COLLINS		0
170	015	003	101	0	JOSEPHINE ZHAO		0
170	015	004	102	0	MARTIN RAWLINGS-FEIN		0
170	015	005	103	0	GABRIELA LÓPEZ		0
170	015	006	104	0	LI MIAO LOVETT		0
170	015	007	105	0	LEX LEIFHEIT		0
170	015	008	106	0	ALIDA FISHER		0
170	015	009	107	0	PHILLIP MARCEL HOUSE		0
170	015	010	108	0	MICHELLE PARKER		0
170	015	011	109	0	DARRON A. PADILLA		0
170	015	012	110	0	PAUL KANGAS		0
170	015	013	111	0	CONNOR KRONE		0
170	015	014	112	0	PHIL KIM		0
170	015	015	113	0	JOHN TRASVIÑA		0
170	015	016	114	0	LENETTE THOMPSON		0
170	015	017	115	0	FAAUUGA MOLIGA		0
170	015	018	116	0	MIA SATYA		0
170	015	019	117	0	ROGER SINASOHN		0
170	015	020	001	3	WRITE-IN		1
235	026	001	118	0	MARSHALL TUCK		0
235	026	002	119	0	TONY K. THURMOND		0
235	026	003	024	3	WRITE-IN		1
240	027	001	120	0	JOHN RIZZO		0
240	027	002	121	0	BRIGITTE DAVILA		0
240	027	003	122	0	VICTOR OLIVIERI		0
240	027	004	123	0	THEA SELBY		0
240	027	005	025	3	WRITE-IN		1
245	028	001	124	0	EVA I. CHAO		0
245	028	002	125	0	BRIAN J. LARKIN		0
245	028	003	126	0	JONATHAN LYENS		0
245	028	004	127	0	JANICE LI		0
245	028	005	128	0	MELANIE NUTTER		0
245	028	006	129	0	WILLIAM WALKER		0
245	028	007	028	3	WRITE-IN		1
250	029	001	130	0	CARMEN CHU		0
250	029	002	131	0	PAUL BELLAR		0
250	029	003	029	3	WRITE-IN		1
265	032	001	132	0	JEFF ADACHI		0
265	032	002	032	3	WRITE-IN		1
280	035	001	133	0	NICK JOSEFOWITZ		0
280	035	002	134	0	JOHN DENNIS		0
280	035	003	135	0	SCHUYLER HUDAK		0
280	035	004	136	0	CATHERINE STEFANI		0
280	035	005	035	3	WRITE-IN		1
285	036	001	137	0	JESSICA HO		0
285	036	002	138	0	ADAM KIM		0
285	036	003	139	0	TUAN NGUYEN		0
285	036	004	140	0	ARTHUR TOM		0
285	036	005	141	0	TREVOR MCNEIL		0
285	036	006	142	0	GORDON MAR		0
285	036	007	143	0	MIKE MURPHY		0
285	036	008	144	0	LOU ANN BASSAN		0
285	036	009	036	3	WRITE-IN		1
290	037	001	145	0	CHRISTINE JOHNSON		0
290	037	002	146	0	MATT HANEY		0
290	037	003	147	0	SONJA TRAUSS		0
290	037	004	037	3	WRITE-IN		1
295	038	001	148	0	LAWRENCE ''STARK'' DAGESSE		0
295	038	002	149	0	RAFAEL MANDELMAN		0
295	038	003	038	3	WRITE-IN		1
300	039	001	150	0	ASALE CHANDLER		0
300	039	002	151	0	UZURI PEASE-GREENE		0
300	039	003	152	0	TONY KELLY		0
300	039	004	153	0	SHAMANN WALTON		0
300	039	005	154	0	THEO ELLINGTON		0
300	039	006	155	0	GLORIA BERRY		0
300	039	007	039	3	WRITE-IN		1
300	039	008	157	9	NEO VEAVEA		1
305	016	001	004	4	Yes		0
305	016	002	005	4	No		0
310	017	001	006	4	Yes		0
310	017	002	007	4	No		0
315	018	001	008	4	Yes		0
315	018	002	009	4	No		0
320	019	001	010	4	Yes		0
320	019	002	011	4	No		0
325	020	001	012	4	Yes		0
325	020	002	013	4	No		0
330	021	001	014	4	Yes		0
330	021	002	015	4	No		0
335	022	001	016	4	Yes		0
335	022	002	017	4	No		0
340	023	001	018	4	Yes		0
340	023	002	019	4	No		0
345	024	001	020	4	Yes		0
345	024	002	021	4	No		0
350	025	001	022	4	Yes		0
350	025	002	023	4	No		0
355	040	001	040	4	Yes		0
355	040	002	041	4	No		0
360	041	001	042	4	Yes		0
360	041	002	043	4	No		0
365	042	001	044	4	Yes		0
365	042	002	045	4	No		0
370	043	001	046	4	Yes		0
370	043	002	047	4	No		0
375	044	001	048	4	Yes		0
375	044	002	049	4	No		0
380	045	001	050	4	Yes		0
380	045	002	051	4	No		0
385	046	001	052	4	Yes		0
385	046	002	053	4	No		0
390	047	001	054	4	Yes		0
390	047	002	055	4	No		0
395	048	001	056	4	Yes		0
395	048	002	057	4	No		0
400	049	001	058	4	Yes		0
400	049	002	059	4	No		0
405	050	001	060	4	Yes		0
405	050	002	061	4	No		0
410	051	001	062	4	Yes		0
410	051	002	063	4	No		0
415	052	001	064	4	Yes		0
415	052	002	065	4	No		0
420	053	001	066	4	Yes		0
420	053	002	067	4	No		0
425	054	001	068	4	Yes		0
425	054	002	069	4	No		0
430	055	001	070	4	Yes		0
430	055	002	071	4	No		0
